code,name,city
SVO,Sheremetyevo International Airport,Khimki
SVP,Kuito (Silva Porto),Cuito
SVT,Savuti,Katima Mulilo
SVX,Koltsovo International Airport,Istok
SVZ,San Antonio,San Antonio del Tachira
SWC,Stawell,Stawell
SWD,Seward,Bear Creek
SWF,Stewart International Airport,Orange Lake
SWH,Swan Hill,Swan Hill
SWL,Spanish Wells,Spanish Wells
SWM,Suia-Missu,Sinop
SWN,Sahiwal,Sahiwal
SWO,Searcy Field,Stillwater
SWQ,Sultan Muhammad Kaharuddin III Airport,Karangbugis
SWS,Swansea Airport,Fairwood Common
SWT,Strezhevoy Airport,Izluchinsk
SWU,Suwon,Suwon-si
SWV,Severo-Evensk Airport,Evensk
SWW,Sweetwater,Sweetwater
SWX,Shakawe,Shakawe
SWY,Sitiawan,Lumut
SXA,Sialum,Finschhafen
SXE,Sale,Sale
SXF,Schonefeld Airport,Schonefeld
SXG,Senanga,Senanga
SXI,Sirri Island,Abu Musa
SXJ,Shanshan,Shanshan
SXK,Saumlaki Olilit Airport,Tual
SXM,Princess Juliana International Airport,Marigot
SXN,Suapan,Dukwe
SXO,Sao Felix Do Araguaia,Gurupi
SXQ,Soldotna,Soldotna
SXR,Srinagar International Airport,Soyibug
SXS,Sahabat 16,Larap
SXT,Taman Negara,Kuala Lipis
SXU,Soddu,Boditi
SXV,Salem,Salem
SXX,Sao Felix Do Xingu,Sao Felix do Xingu
SXY,Sidney,Sidney
SXZ,Siirt Airport,Civankan
SYA,Shemya AFB,Tilichiki
SYC,Shiringayoc,San Lorenzo
SYE,Sadah,Saqayn
SYH,Syangboche,Namche Bazar
SYI,Bomar Field,Shelbyville
SYJ,Sirjan,Sirjan
SYK,Stykkisholmur,Stykkisholmur
SYL,Roberts AAF,San Miguel
SYM,Pu'er Simao Airport,Simao
SYN,Carleton,Stanton
SYO,Shonai Airport,Tsuruoka
SYP,Santiago,Santiago de Veraguas
SYQ,Tobias Bolaños International,San Rafael
SYR,Hancock International Airport,North Syracuse
SYS,Yeosu,Yeosu
SYT,Charolais Bourgogne S.,Saint-Yan
SYV,Sylvester,Sylvester
SYW,Sehwen Sharif,Sehwan
SYY,Stornoway Airport,Stornoway
SYZ,Shiraz International Airport,Shiraz
SZA,Soyo Airport,Soio
SZB,Sultan Abdul Aziz Shah Airport,Kampung Baru Subang
SZE,Semera Airport,Dubti
SZF,Samsun-Carsamba Airport,Dikbiyik
SZH,Senipah,Samboja
SZI,Zaisan,Zaysan
SZJ,Siguanea,Nueva Gerona
SZL,Whiteman AFB,Warrensburg
SZM,Sesriem,Maltahohe
SZN,Santa Cruz Island,Isla Vista
SZP,Oxnard,Santa Paula
SZQ,Saenz Pena,Caseros
SZR,Stara Zagora,Stara Zagora
SZS,Stewart Island,Bluff
SZT,San Cristobal Airport,Mitziton
SZU,Segou,Segou
SZV,Suzhou,Shuangta
SZW,Parchim Airport,Domsuhl
SZX,Shenzhen Bao'an International Airport,Fuyong
SZY,Olsztyn-Mazury Airport,Michalow-Reginow
SZZ,Goleniow Airport,Goleniow
TAA,Tarapaina,Taro'a
TAB,A.N.R. Robinson International Airport,Scarborough
TAC,D. Z. Romualdez Airport,Panalanoy
TAD,Las Animas,Trinidad
TAE,Daegu International Airport,Daegu
TAF,Tafaraoui,Es Senia
TAG,Bohol-Panglao,Tagbilaran City
TAH,Tanna Airport,Isangel
TAI,Al Janad,Dhi as Sufal
TAK,Takamatsu Airport,Takamatsu-shi
TAM,Tampico International Airport,Tampico
TAN,Tangalooma,Woorim
TAP,Tapachula International Airport,Tapachula
TAQ,Tarcoola,Coober Pedy
TAR,M. A. Grottag,Monteiasi
TAS,Yuzhny Airport,Tashkent
TAT,Poprad/Tatry Airport,Svit
TAU,Tauramena,Tauramena
TAV,Tau Island Airport,Ta`u
TAW,Tacuarembo,Tacuarembo
TAX,Taliabu,Bobong
TAY,Tartu Airport,Ulenurme
TAZ,Dashoguz,Dasoguz
TBB,Tuy Hoa Airport,Tuy Hoa
TBC,Tuba City,Tuba City
TBD,Timbiqui,Timbiqui
TBE,Timbunke,Angoram
TBH,Romblon,Tugdan
TBI,New Bright,Arthur's Town
TBJ,Tabarka,Tabarka
TBM,Tumbang Samba,Halimaung Jaya (F-3)
TBN,Forney AAF,Fort Leonard Wood
TBO,Tabora Airport,Tabora
TBP,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes
TBR,Statesboro-Bulloch County Airport,Statesboro
TBS,Tbilisi International Airport,Didi Lilo
TBT,Tabatinga International Airport,Tabatinga
TBU,Fua'amotu International Airport,Vaini
TBV,Tabal,Ailuk
TBW,Tambov Donskoye Airport,Tambov
TBX,Tambelan Airport,Pulo Batal
TBY,Tsabong,Tshabong
TBZ,Tabriz Airport,Tabriz
TCA,Tennant Creek,Tennant Creek
TCB,Treasure Cay Airport,Cooper's Town
TCC,Tucumcari,Tucumcari
TCD,Tarapaca,Tarapaca
TCE,Tulcea,Tulcea
TCF,Tocoa,Tocoa
TCG,Tacheng,Qaxa
TCH,Tchibanga,Tchibanga
TCI,Terney Airport,Terney
TCK,Tinboli Airport,Ambunti
TCL,Van De Graaf,Northport
TCM,McChord AFB,Steilacoom
TCN,Tehuacan,San Isidro Vista Hermosa
TCO,La Florida Airport,Tumaco
TCQ,Tacna Airport,Tacna
TCR,Tuticorin Airport,Korampallam
TCS,Truth or Consequences,Truth or Consequences
TCU,Thaba Nchu,Thaba Nchu
TCW,Tocumwal,Finley
TCX,Tabas,Tabas
TCY,Terrace Bay,Khorixas
TCZ,Tengchong Tuofeng Airport,Tengyue
TDA,Trinidad,San Luis de Palenque
TDD,Teniente Jorge Henrich Arauz Airport,Trinidad
TDG,Tandag,Socorro
TDJ,Tadjoura,Tadjoura
TDK,Taldy-Kurgan,Taldykorgan
TDL,Tandil,Tandil
TDO,Winlock,Winlock
TDP,Trompeteros,Marigot
TDV,Tanandava,Manja
TDW,Tradewind,Amarillo
TDX,Trat Airport,Laem Ngop
TDZ,Toledo,Toledo
TEA,Tela,Tela
TEB,Teterboro Airport,Moonachie
TEC,Telemaco Borba,Telemaco Borba
TED,Thisted,Hanstholm
TEE,Cheikh Larbi Tebessi Airport,Tebessa
TEG,Tenkodogo,Tenkodogo
TEI,Tezu,Tezu
TEL,Telupid,Ranau
TEM,Temora,Junee
TEN,Tongren Airport,Chatian
TEO,Terapo,Kerema
TEQ,Corlu,Tekirdag
TER,Lajes Field,Praia da Vitoria
TES,Tessenei,Teseney
TET,Matundo Airport,Tete
TEU,Manapouri,Te Anau
TEV,Teruel Airport,Cella
TEY,Thingeyri,Isafjoerdur
TEZ,Tezpur Airport,Tezpur
TFF,Tefe Airport,Tefe
TFL,Teofilo Otoni,Teofilo Otoni
TFN,Tenerife North Airport,La Laguna
TFR,Ramadan,Al Khankah
TFS,Tenerife South Airport,San Isidro
TFT,Taftan,Khash
TFU,Chengdu Tianfu International Airport,Jiancheng
TFY,Muhammad Taufiq Kiemas Airport,Krui
TGA,Tengah Air Base,Johor Bahru
TGB,Tagbita,Susupu
TGC,Tanjung Manis Airport,Sarikei
TGD,Podgorica Airport,Mojanovici
TGE,Sharpe Field,Tuskegee
TGG,Sultan Mahmud Airport,Kuala Terengganu
TGI,Tingo Maria,Tingo Maria
TGJ,Tiga,Tadine
TGK,Taganrog,Taganrog
TGL,Tagula,Samarai
TGM,Transilvania,Sancraiu de Mures
TGN,La Trobe Regional,Traralgon
TGO,Tongliao Airport,Tongliao
TGP,Podkamennaya Tunguska Airport,Podkamennaya Tunguska
TGQ,Tangara da Serra,Nova Olimpia
TGR,Touggourt Airport,Touggourt
TGS,Chokwe,Chokwe
TGT,Tanga Airport,Tanga
TGU,Toncontin Airport,Tegucigalpa
TGV,Targovishte,Suedinenie
TGZ,Angel Albino Corzo International Airport,Ignacio Allende
THB,Thaba-Tseka,Bergville
THC,Tchien,Zwedru
THD,Bai Thuong Airport,Thi Tran Tho Xuan
THE,Teresina Airport,Teresina
THH,Taharoa,Raglan
THI,Tichitt,'Ayoun el 'Atrous
THK,Thakhek,Thakhek
THL,Tachilek Airport,Mae Sai
THM,Thompsonfield,Mexico
THN,Trollhattan Airport,Trollhattan
THP,Hot Springs,Thermopolis
THQ,Maijishan,Beidao
THR,Mehrabad International Airport,Tehran
THS,Sukhothai Airport,Si Samrong
THT,Tamchakett,Kiffa
THV,York Airport,Valley View
THX,Turukhansk Airport,Turukhansk
THY,Thohoyandou,Thohoyandou
THZ,Tahoua,Tahoua
TIA,Tirana International Airport,Preze
TIB,Tibu,Tibu
TIC,Tinak Island,Arno
TID,Bouchekif Abde Al-hafidh Boussof,Tiaret
TIE,Tippi,Tippi
TIF,Taif Airport,Ta'if
TII,Tirinkot,Tarinkot
TIJ,Tijuana Airport,Tijuana
TIK,Tinker AFB,Midwest City
TIL,Inverlake,Bembridge
TIM,Timika Airport,Mapurujaya
TIN,Tindouf Airport,Tindouf
TIO,Tilin,Nay Pyi Taw
TIP,Tripoli International Airport,Al 'Aziziyah
TIQ,Tinian International,San Jose Village
TIR,Tirupati Airport,Renigunta
TIU,Timaru Airport,Timaru
TIV,Tivat Airport,Tivat
TIW,Industrial,Wollochet
TIX,Space Coast Regional,Port Saint John
TIY,Tidjikja,Tidjikja
TIZ,Tari Airport,Tari
TJA,Capitan Oriel Lea Plaza Airport,Tarija
TJB,Tanjung Balai,Tanjungbalai
TJC,Ticantiki,Nargana
TJG,Tanjung Warukin,Simpang
TJH,Tajima,Toyooka
TJI,Capiro,Trujillo
TJK,Tokat,Yesilyurt
TJL,Três Lagoas Airport,Tres Lagoas
TJM,Roshchino International Airport,Moskovskiy
TJN,Takume,Atuona
TJQ,Bulutumbang Airport,Tanjung Pandan
TJS,Tanjung Selor,Tanjung Palas
TJU,Kulyab Airport,Kulob
TJV,Thanjavur,Thanjavur
TKC,Tiko,Mutengene
TKE,Tenakee SPB,Sitka
TKF,Truckee-Tahoe,Truckee
TKG,Radin Inten II Airport,Natar
TKH,Nakhon Sawan,Takhli
TKK,Chuuk International Airport,Weno Town
TKN,Tokunoshima,Naze
TKO,Tlokoeng,Mokhotlong
TKQ,Kigoma Airport,Kigoma
TKR,Thakurgaon,Thakurgaon
TKS,Tokushima Awaodori Airport,Narutocho-mitsuishi
TKT,Tak,Tak
TKU,Turku Airport,Turku
TKW,Tekin,Porgera
TKX,Takaroa,Tautira
TKZ,Tokoroa,Tokoroa
TLB,Tarbela,Khalabat
TLC,Toluca International Airport,Toluca
TLD,Limpopo Valley,Mathathane
TLE,Tulear,Toliara
TLF,Telida,Y
TLG,Tulagi Island,Tulaghi
TLH,Tallahassee International Airport,Tallahassee
TLI,Tolitoli,Tolitoli
TLK,Talakan,Vitim
TLL,Tallinn Airport,Tallinn
TLM,Zenata Airport,Remchi
TLQ,Turpan Jiaohe Airport,Laochenglu
TLR,Mefford Field,Tulare
TLS,Toulouse-Blagnac Airport,Blagnac
TLU,Tolu,Tolu
TLV,Ben Gurion International Airport,Kefar Habad
TLX,Talca,Talca
TLY,Plastun Airport,Plastun
TLZ,Catalao,Catalao
TMA,Henry Tift Myers,Unionville
TMB,Tamiami,Country Walk
TMC,Tambolaka Airport,Maredakamau
TMD,Timbedra,Nema
TME,Gabriel Vargas Santos Airport,Tame
TMF,Thimarafushi Airport,Veymandoo
TMG,Tomanggong,Lahad Datu
TMH,Tanahmerah,Tanahmerah
TMJ,Termez Airport,Tirmiz
TMK,Tamky,Tam Ky
TML,Tamale Airport,Tamale
TMM,Tamatave,Toamasina
TMN,Tamana Island,Toga Village
TMO,Tumeremo,Guasipati
TMP,Tampere-Pirkkala Airport,Pirkkala
TMQ,Tambao,Tin-Akoff
TMR,Aguenar - Hadj Bey Akhamok Airport,Tamanrasset
TMS,Sao Tome Island Airport,Sao Tome
TMT,Trombetas,Abidos
TMU,Tambor Airport,Paquera
TMW,Tamworth Airport,Phillip
TMX,Timimoun Airport,Timimoun
TMY,Tiom,Karubaga
TMZ,Thames,Thames
TNA,Jinan Yaoqiang International Airport,Jinan
TNB,Tanah Grogot,Tanahgrogot
TND,Trinidad,Trinidad
TNE,Tanegashima,Nishinoomote
TNF,Toussus-le-noble,Villiers-le-Bacle
TNG,Tangier Ibn Battouta Airport,Boukhalef
TNH,Tonghua Sanyuanpu Airport,Hulutao
TNI,Satna,Satna
TNJ,Kidjang Airport,Tanjungpinang
TNL,Ternopol,Ternopil'
TNM,Teniente R. Marsh Martin,Stanley
TNN,Tainan Airport,Tainan
TNO,Tamarindo,Santa Cruz
TNP,Twentynine Palms,Twentynine Palms
TNR,Antananarivo Airport,Antananarivo
TNT,Dade Collier,Miami
TNU,Newton Municipal Airport,Newton
TNV,Tabuaeran,Napari Village
TNX,Stung Treng,Stung Treng
TNZ,Tosontsengel,Tosontsengel
TOA,Torrance Airport,Torrance
TOB,Tobruk,Tobruk
TOC,Toccoa RG Letourneau Field,Toccoa
TOD,Tioman,Kampung Tekek
TOE,Tozeur Airport,Tozeur
TOF,Tomsk Airport,Tomsk
TOI,Troy Municipal Airport,Troy
TOJ,Torrejon AFB,San Fernando de Henares
TOL,Toledo Express Airport,Whitehouse
TOM,Tombouctou,Timbuktu
TOO,San Vito,San Vito
TOP,Philip Billard,Topeka
TOQ,Barriles,Tocopilla
TOR,Torrington Municipal Airport,Torrington
TOS,Tromso/Langnes Airport,Tromso
TOT,Coronie,Totness
TOU,Touho,Touho
TOW,Toledo,Toledo
TOX,Tobolsk,Tobol'sk
TOY,Toyama Airport,Toyama-shi
TOZ,Touba,Touba
TPA,Tampa International Airport,Egypt Lake-Leto
TPC,Tarapoa,Montalvo
TPE,Taiwan Taoyuan International Airport,Taoyuan City
TPF,Peter O'Knight,Tampa
TPG,Taiping,Taiping
TPK,Tapaktuan,Tapaktuan
TPL,Draughon-miller Central Texas Regional,Morgans Point Resort
TPN,Tiputini,Pantoja
TPO,Tanalian Point,Anchor Point
TPP,Cad. FAP Guillermo del Castillo Paredes Airport,Tarapoto
TPQ,Tepic Airport,Tepic
TPS,Trapani-Birgi Airport,Marsala
TPT,Tapeta,Toulepleu Guere
TPU,Tikapur,Tikapur
TPX,Tupai,Faanui
TQD,Al Taqaddum AB,Al Fallujah
TQL,Tarko-Sale,Tarko-Sale
TQN,Taluqan,Taloqan
TQQ,Maranggo Airport,Lasehao
TQR,San Domino Island,Isole Tremiti
TQS,Tres Esquinas,Solano
TRA,Tarama,Hirara
TRB,Gonzalo,Turbo
TRC,Francisco Sarabia International Airport,Torreon
TRD,Trondheim Airport Vaernes,Stjordal
TRE,Tiree Airport,Barra
TRF,Torp Sandefjord Airport,Sandefjord
TRG,Tauranga City Airport,Tauranga
TRH,Trona,Searles Valley
TRI,Tri-Cities Regional Airport,Spurgeon
TRJ,Tarakbits,Mindiptana
TRK,Juwata International Airport,Tarakan
TRL,Terrell Field,Terrell
TRM,Thermal,East Hemet
TRN,Turin Airport,Caselle Torinese
TRO,Taree Airport,Cundletown
TRQ,Tarauaca,Tarauaca
TRR,China Bay,Trincomalee
TRS,Trieste - Friuli Venezia Giulia Airport,Ronchi dei Legionari
TRT,Tremonton,Tremonton
TRU,Trujillo Airport,Huanchaco
TRV,Trivandrum International Airport,Thiruvananthapuram
TRW,Bonriki Airport,Betio Village
TRX,Memorial,Trenton
TRY,Tororo,Tororo
TRZ,Tiruchirapalli International Airport,Tiruchirappalli
TSA,Taipei Songshan Airport,Taipei
TSB,Tsumeb,Tsumeb
TSC,Taisha,Taisha
TSD,Tshipise,Messina
TSE,Astana (Nursultan) International Airport,Astana
TSF,Treviso Airport,Treviso
TSH,Tshikapa,Tshikapa
TSJ,Tsushima Airport,Busan
TSK,Taskul,Kavieng
TSL,Tamuin,Tamuin
TSM,Taos,Taos
TSO,Tresco,Hugh Town
TSP,Kern County,Tehachapi
TSQ,Torres,Torres
TSR,Timisoara Traian Vuia International Airport,Giarmata-Vii
TSS,East 34th St Heliport,East Newark
TST,Trang Airport,Trang
TSU,Tabiteuea South,Temaiku Village
TSV,Townsville Airport,Townsville
TSX,Tanjung Santan,Bontang Baru
TSY,Tasikmalaya,Jati
TSZ,Tsetserleg,Jargalant
TTA,Tan Tan Airport,Tan-Tan
TTB,Arbatax,Tortoli
TTC,Taltal,Taltal
TTD,Troutdale,La Center
TTE,Babullah Airport,Ternate
TTG,Tartagal,Tartagal
TTH,Thumrait,Salalah
TTI,Tetiaroa Island,Mahina
TTJ,Tottori Airport,Tottori
TTM,Tablon De Tamara,Pore
TTN,Trenton-Mercer Airport,Ewing
TTO,Britton Municipal Airport,Britton
TTQ,Tortuquero,Cariari
TTR,Tana Toraja,Tangratte
TTT,Taitung Airport,Taitung City
TTU,Sania Ramel,Tetouan
TTW,Tissa Tank,Wattegama
TUA,Tulcan,Tulcan
TUB,Tubuai,Moerai
TUC,Benj Matienzo,San Miguel de Tucuman
TUD,Tambacounda,Tambacounda
TUE,Tupile,Nombre de Dios
TUF,Val de Loire Airport,Parcay-Meslay
TUG,Tuguegarao Airport,Carig
TUH,Arnold AFS,Tullahoma
TUI,Turaif Airport,Turayf
TUJ,Tum,Bako
TUK,Turbat Airport,Turbat
TUL,Tulsa International Airport,Owasso
TUM,Tumut,Tumut
TUN,Tunis-Carthage International Airport,Ariana
TUO,Taupo Airport,Taupo
TUP,Tupelo Regional Airport,Tupelo
TUQ,Tougan,Tougan
TUR,Tucurui,Tucurui
TUS,Tucson International Airport,Summit
TUU,Tabuk Regional Airport,Tabuk
TUV,Tucupita,Tucupita
TUW,Tubala,Mulatupo
TUX,Tumbler Ridge,Tumbler Ridge
TUY,Tulum,Tulum
TUZ,Tucuma,Tupa
TVA,Morafenobe,Mahabe
TVC,Cherry Capital Airport,Traverse City
TVF,Thief River Falls Regional Airport,Thief River Falls
TVI,Thomasville Municipal Airport,Thomasville
TVL,South Lake Tahoe,South Lake Tahoe
TVS,Tangshan Sannuhe Airport,Fengrun
TVU,Matei Airport,Lambasa
TVY,Dawe Airport,Dawei
TWB,Toowoomba,Wilsonton Heights
TWC,Tumxuk Tangwangcheng Airport,Aqal
TWD,Port Townsend,Port Townsend
TWF,Magic Valley Regional Airport,Twin Falls
TWH,Two Harbors,Avalon
TWN,Tewantin,Noosaville
TWT,Tawitawi,Bongao
TWU,Tawau Airport,Tawau
TWZ,Pukaki/Twizel,Pleasant Point
TXC,Balbasovo Air Base,Orsha
TXE,Rembele Airport,Simpang Teritit
TXF,Teixeira de Freitas Airport,Teixeira
TXG,Taichung,Taichung
TXK,Texarkana Municipal Airport,Texarkana
TXL,Tegel Airport,Tegel
TXM,Teminabuan,Teminabuan
TXN,Huangshan Tunxi International Airport,Yiqi
TXU,Tabou,Tabou
TYA,Tula,Tula
TYC,Taiyuan Yaocheng Airport,Mengfeng
TYD,Tynda Airport,Tynda
TYE,Tyonek,Nikiski
TYF,Torsby Airport,Torsby
TYL,Captain FAP Victor Montes Arias Airport,Talara
TYM,Staniel Cay,Black Point
TYN,Taiyuan Wusu International Airport,Xiaodian
TYR,Tyler Pounds Regional Airport,Chandler
TYS,McGhee Tyson Airport,Alcoa
TYT,Treinta-y-Tres,Treinta y Tres
TYZ,Taylor,Taylor
TZA,Municipal,Belize City
TZC,Tuscola Area,Caro
TZL,Tuzla International Airport,Svojat
TZM,Tizimin,Tizimin
TZN,South Andros,Andros Town
TZX,Trabzon Airport,Trabzon
UAB,Adana-Incirlik Airbase,Yuregir
UAC,San Luis Rio Colorado,San Luis Rio Colorado
UAE,Mount Aue,Minj
UAI,Suai,Suai
UAK,Narsarsuaq Airport,Narsaq
UAL,Luau,Luau
UAM,Andersen AFB,Hagatna Village
UAP,Ua Pou,Taiohae
UAQ,San Juan Airport,San Juan
UAS,Samburu,Isiolo
UAX,Uaxactun,San Jose
UBA,Uberaba Airport,Uberaba
UBI,Buin,Panguna
UBJ,Yamaguchi Ube Airport,Ube
UBN,New Ulaanbaatar International Airport,Zuunmod
UBP,Ubon Ratchathani International Airport,Ubon Ratchathani
UBS,Lowndes County,Columbus
UBT,Ubatuba,Ubatuba
UCA,Oneida County,Clark Mills
UCB,Ulanqab Jining Airport,Jining
UCC,Yucca Flat,Beatty
UCE,Eunice,Eunice
UCK,Lutsk,Luts'k
UCN,Buchanan,Buchanan
UCT,Ukhta Airport,Sosnogorsk
UCY,Everett-Stewart,Union City
UDA,Undarra,Ravenshoe
UDD,Bermuda Dunes,Bermuda Dunes
UDE,Volkel,Uden
UDI,Uberlandia-Ten. Cel. Av. Cesar Bombonato Airport,Uberlandia
UDJ,Uzhgorod,Uzhhorod
UDN,Airfield,Pasian di Prato
UDO,Udomxay,Muong Xen
UDR,Maharana Pratap Airport,Udaipur
UEE,Queenstown,Queenstown
UEL,Quelimane Airport,Quelimane
UEN,Urengoy,Urengoy
UEO,Kume-jima Airport,Naha-shi
UER,Puertollano,Puertollano
UES,Waukesha,Waukesha
UET,Quetta Airport,Kot Malik
UFA,Ufa International Airport,Avdon
UGA,Bulgan,Bulgan
UGC,Urgench Airport,Urganch
UGN,Memorial,Waukegan
UGO,Uige,Uige
UGT,Umnugobitour,Dalandzadgad
UGU,Zugapa,Beoga
UHE,Kunovice,Uherske Hradiste
UHS,Aleksandrovsk-Sakhalinskiy Airport,Aleksandrovsk-Sakhalinskiy
UIB,El Carano Airport,Quibdo
UIH,Phu Cat Airport,Qui Nhon
UII,Utila,Corozal
UIK,Ust-Ilimsk,Ust'-Ilimsk
UIL,Quillayute State,Forks
UIN,Quincy Municipal Airport,Payson
UIO,Mariscal Sucre International Airport,Quito
UIP,Pluguffan Airport,Pluguffan
UIR,Quirindi,Quirindi
UIT,Jaluit Island,Jabor
UIZ,Berz-Macomb,Utica
UJE,Ujae Island,Ujae
UJN,Uljin,Cheongsong gun
UJU,Uiju Airfield,Uiju
UKA,Ukunda Airport,Gazi
UKB,Kobe Airport,Kobe
UKG,Ust-Kuiga,Ust-Kuyga
UKH,Mukhaizna,Hayma'
UKI,Ukiah,Ukiah
UKK,Ust-Kamenogorsk Airport,Belusovka
UKN,Waukon Municipal Airport,Waukon
UKR,Mukeiras,Mukayras
UKS,Belbek,Inkerman
UKT,Upper Bucks,Quakertown
UKX,Ust-Kut Airport,Ust'-Kut
UKY,Kyoto,Kyoto
ULA,San Julian,San Julian
ULB,Ulei,Lakatoro
ULC,Los Cerrillos,Lo Prado
ULD,Ulundi,Ulundi
ULE,Sule,Kokopo
ULG,Ulgit,OElgiy
ULH,Prince Abdul Majeed bin Abdulaziz Airport,Al 'Ula
ULI,Ulithi,Fais
ULK,Lensk Airport,Lensk
ULL,Mull,Isle Of Mull
ULM,New Ulm,New Ulm
ULO,Ulaangom,Ulaangom
ULQ,Farfan,Tulua
ULS,Mulatos,Necocli
ULU,Gulu,Gulu
ULX,Ulusaba,Thulamahashi
ULY,Ulyanovsk Vostochny Airport,Isheyevka
ULZ,Uliastai,Uliastay
UMA,Punta De Maisi,Maisi
UMD,Uummannaq,Uummannaq
UME,Umea Airport,Umea
UMI,Quincemil,Quince Mil
UMM,Summit,Healy
UMR,Woomera,Roxby Downs
UMS,Ust-Maya,Ust-Maya
UMU,Ernesto Geisel,Umuarama
UMY,Sumy,Sumy
UMZ,Mena Intermountain Municipal Airport,Mena
UNA,Una,Una
UNC,Unguia,Ungia
UND,Kunduz,Kunduz
UNE,Qachas Nek,Zastron
UNG,Kiunga,Kiunga
UNN,Ranong Airport,Ranong
UNR,Underkhaan,Undurkhaan
UNS,Umnak,Unalaska
UNU,Dodge County,Juneau
UOL,Buol,Kali
UON,Muong Sai,Muang Xay
UOS,Franklin County,Sewanee
UOX,University-Oxford,University
UPA,Punta Alegre,Chambas
UPB,Playa Baracoa,Bauta
UPG,Sultan Hasanuddin International Airport,Makassar
UPL,Upala,Bijagua
UPN,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan
UPP,Upolu Point,Hawi
UPV,Upavon,Rushall
URA,Uralsk Airport,Oral
URB,Ernesto Pochler,Castilho
URD,Burg Feuerstein,Ebermannstadt
URE,Kuressaare Airport,Kuressaare
URG,Ruben Berta Airport,Uruguaiana
URI,Uribe,Mesetas
URJ,Uraj Airport,Uray
URN,Urgoon,Urgun
URO,Boos,Boos
URR,Urrao,Urrao
URS,Kursk Vostochny Airport,Kursk
URT,Surat Thani Airport,Phunphin
URU,Uroubi,Popondetta
URY,Gurayat Airport,Al Qurayyat
URZ,Uruzgan,Uruzgan
USA,Concord-Padgett Regional Airport,Harrisburg
USC,Union County Airport,Union
USH,Malvinas Argentinas International Airport,Ushuaia
USI,Mabaruma,Mabaruma
USJ,Usharal,Sarkand
USK,Usinsk Airport,Usinsk
USL,Useless Loop,Carnarvon
USM,Koh Samui Airport,Ko Samui
USN,Ulsan Airport,Ulsan
USQ,Usak,Usak
USR,Ust-Nera Airport,Ust-Nera
USS,Sancti Spiritus,Sancti Spiritus
UST,St. Augustine Airport,Villano Beach
UTA,Mutare,Mutare
UTC,Soesterberg,De Bilt
UTG,Quthing,Quthing
UTH,Udon Thani International Airport,Udon Thani
UTI,Utti,Kouvola
UTK,Utirik Island,Utrik
UTL,Torremolinos,Torremolinos
UTM,Tunica Municipalcipal Airport,Tunica
UTN,Upington Airport,Upington
UTP,Utapao Airport,Ban Chang
UTR,Uttaradit,Uttaradit
UTS,Ust-Tsilma,Ust-Tsilma
UTT,Umtata Airport,Mthatha
UTU,Ustupo,El Porvenir
UTW,Queenstown,Queenstown
UUA,Bugulma Airport,Bugul'ma
UUD,Ulan-Ude Airport,Zarechnyy
UUN,Baruun-Urt,Baruun-Urt
UUS,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk
UVA,Garner Field,Uvalde
UVE,Ouvea Airport,Fayaoue
UVF,Hewanorra Airport,Vieux Fort
UVI,União da Vitória Airport,Porto Uniao
UVL,Kharga,Al Kharijah
UWA,Ware,Ware
UYL,Nyala,Nyala
UYN,Yulin Yuyang Airport,Yulin
UYU,Uyuni,Uyuni
UZC,Uzice-Ponikve,Bajina Basta
UZH,Unayzah,Unaizah
UZR,Urzhar Airport,Urzhar
UZU,Curuzu Cuatia,Curuzu Cuatia
VAA,Vaasa Airport,Ristinummi
VAB,Yavarate,Mitu
VAC,Varrelbusch,Garrel
VAF,Chabeuil,Malissard
VAG,Major-Brigadeiro Trompowsky Airport,Varginha
VAH,Vallegrande,Vallegrande
VAI,Vanimo Airport,Vanimo
VAL,Valenca,Valenca
VAM,Villa International Airport Maamigili,Mahibadhoo
VAN,Van Ferit Melen Airport,Van
VAP,Valparaiso,Valparaiso
VAR,Varna Airport,Aksakovo
VAS,Sivas Airport,Sivas
VAT,Vatomandry,Andovoranto
VAV,Lupepau'u Airport,Neiafu
VAW,Vardoe Airport,Vuorea
VBA,Ann,Minbu
VBC,Mandalay Chanmyathazi Airport,Mandalay
VBG,Vandenberg AFB,Lompoc
VBP,Bokpyin Airport,Tha Sae
VBS,Montichiari Airport,Vighizzolo
VBV,Vanuabalavu,Alo
VBY,Visby Airport,Visby
VCA,Can Tho Airport,Can Tho
VCC,New Vacaria Airport,Vacaria
VCD,Victoria River Downs,Katherine
VCE,Venice Marco Polo Airport,Tessera
VCF,Valcheta Airport,Valcheta
VCH,Vichadero,Isidoro Noblia
VCL,Chu Lai International Airport,Nui Thanh
VCP,Viracopos Airport,Indaiatuba
VCR,Carora,Carora
VCS,Con Dao,Vinh Binh
VCT,County-Foster,Victoria
VCV,Southern California Logistics,Victorville
VDA,Ovda Airport,Eilat
VDB,Valdres Lufthavn Leirin,Fagernes
VDC,Vitoria Da Conquista Airport,Vitoria da Conquista
VDE,Hierro Airport,Valverde
VDH,Dong Hoi Airport,Kwang Binh
VDI,Vidalia Municipal Airport,Vidalia
VDM,Gobernador Edgardo Castello Airport,Viedma
VDO,Van Don,Cam Pha Mines
